cpu,mark,rank
Intel Xeon E7- 4870 @ 2.40GHz,36026,321
Intel Core i9-12900KF,40765,322
Intel Xeon Gold 6146 @ 3.20GHz,35628,322
Intel Xeon Gold 6142 @ 2.60GHz,35510,323
Intel Xeon 6515P,40720,323
Intel Xeon Gold 6416H,40606,324
Intel Xeon Gold 6130H @ 2.10GHz,35440,324
Intel Xeon Gold 6250 @ 3.90GHz,35152,325
AMD EPYC 7313P,40480,325
AMD EPYC 7352,40370,326
Intel Xeon Gold 6334 @ 3.60GHz,34885,326
Intel Core i9-13900E,40352,327
Intel Xeon Gold 6136 @ 3.00GHz,34821,327
Intel Xeon Silver 4310 @ 2.10GHz,34691,328
Intel Core Ultra 5 245HX,40333,328
Intel Xeon Gold 6338 @ 2.00GHz,40225,329
Intel Xeon E7-8880 v3 @ 2.30GHz,34583,329
Intel Xeon E5-2695 v4 @ 2.10GHz,34474,330
AMD Ryzen Threadripper PRO 5945WX,40144,330
AMD EPYC 7262,34370,331
Intel Core Ultra 5 235HX,40122,331
Intel Core Ultra 5 235,40000,332
Intel Xeon Gold 5315Y @ 3.20GHz,34333,332
Intel Xeon Gold 5218N @ 2.30GHz,34323,333
Intel Xeon W-3275M @ 2.50GHz,39983,333
AMD EPYC 7301,34148,334
AMD Ryzen 7 9800X3D,39977,334
Intel Xeon E5-2673 v4 @ 2.30GHz,34010,335
AMD Ryzen Threadripper PRO 3955WX,39928,335
Intel Core Ultra 7 265T,39803,336
Intel Xeon E5-2699C v4 @ 2.20GHz,33865,336
Intel Xeon Gold 6244 @ 3.60GHz,33649,337
ARM Neoverse-N1 128 Core 3000 MHz,39780,337
Intel Core Ultra 5 245,39762,338
Intel Xeon Gold 6132 @ 2.60GHz,33599,338
Intel Xeon E7-8860 v3 @ 2.20GHz,33453,339
Intel Xeon W-3275 @ 2.50GHz,39449,339
Intel Xeon 6505P,39341,340
Intel Xeon Gold 6137 @ 3.90GHz,33252,340
Intel Xeon W-3335 @ 3.40GHz,39293,341
Intel Xeon E5-2697A v4 @ 2.60GHz,33237,341
AMD Ryzen 9 5900X,38945,342
Intel Xeon E5-2699 v3 @ 2.30GHz,32999,342
Intel Xeon Gold 6130 @ 2.10GHz,32984,343
AMD EPYC 7313,38938,343
Intel Xeon E5-2686 v4 @ 2.30GHz,32572,344
Intel Core i5-14600KF,38606,344
Intel Xeon Gold 6450C,38571,345
Intel Xeon Gold 5218T @ 2.10GHz,32475,345
Intel Core i5-14600K,38501,346
Intel Xeon E5-4627 v2 @ 3.30GHz,32453,346
AMD Ryzen 9 3950X,38493,347
AMD EPYC 7252,32437,347
Apple M4 Max 14 Core,38486,348
Intel Xeon E5-2696 v3 @ 2.30GHz,32310,348
Intel Core i9-14900T,38420,349
Intel Xeon E5-4650 v2 @ 2.40GHz,31723,349
Intel Xeon Gold 6354 @ 3.00GHz,38332,350
Intel Xeon Gold 5218 @ 2.30GHz,31496,350
Intel Xeon E5-4669 v3 @ 2.10GHz,31494,351
Intel Xeon Platinum 8180 @ 2.50GHz,38259,351
AMD EPYC 7551P,38111,352
Intel Xeon Silver 4309Y @ 2.80GHz,31073,352
Intel Xeon E5-2690 v4 @ 2.60GHz,30609,353
Intel Core i7-13700F,38101,353
Apple M4 Pro 14 Core,38099,354
Intel Xeon Platinum 8253 @ 2.20GHz,30507,354
Intel Xeon Gold 6144 @ 3.50GHz,30291,355
Intel Xeon Gold 6426Y,37944,355
Intel Xeon Gold 6126 @ 2.60GHz,30237,356
Intel Core Ultra X9 388H,37904,356
Intel Xeon Gold 6258R @ 2.70GHz,37774,357
Intel Xeon E5-2698 v3 @ 2.30GHz,30021,357
Intel Xeon Gold 6346 @ 3.10GHz,37731,358
Intel Xeon Gold 6234 @ 3.30GHz,29906,358
AMD Opteron 6386 SE,29643,359
Intel Xeon Platinum 8280M @ 2.70GHz,37665,359
Intel Core i5-13600K,37580,360
Intel Xeon E5-2689 v4 @ 3.10GHz,28853,360
Intel Xeon E7-8860 v4 @ 2.20GHz,28659,361
Intel Xeon Gold 5320 @ 2.20GHz,37558,361
Intel Core i5-13600KF,37410,362
Intel Xeon E7-8893 v4 @ 3.20GHz,28424,362
Intel Xeon Platinum 8273CL @ 2.20GHz,37320,363
Intel Xeon E5-2687W v4 @ 3.00GHz,28414,363
Intel Xeon Gold 6226 @ 2.70GHz,28414,364
AMD Ryzen 7 9700X,37108,364
Intel Xeon E5-4650L @ 2.60GHz,28193,365
AMD Ryzen 7 PRO 9745,37105,365
Intel Xeon w5-2455X,37099,366
Intel Xeon Silver 4216 @ 2.10GHz,28164,366
Intel Core i7-14700HX,37035,367
Intel Xeon Gold 6134 @ 3.20GHz,27828,367
Intel Xeon E5-2683 v4 @ 2.10GHz,27746,368
Intel Xeon Platinum 8280 @ 2.70GHz,36830,368
AMD Ryzen AI 9 HX PRO 470 w/ Radeon 890M,36591,369
Hygon C86 S316 16-core,27680,369
Intel Core i7-13850HX,36541,370
Intel Xeon Gold 5120 @ 2.20GHz,27627,370
Intel Xeon E5-2682 v4 @ 2.50GHz,27465,371
Intel Core Ultra 9 285T,36494,371
Intel Xeon Silver 4214R @ 2.40GHz,27384,372
AMD EPYC 7303P,36487,372
Apple M3 Max 14 Core,36485,373
Intel Xeon E5-2680 v4 @ 2.40GHz,27221,373
Intel Xeon Gold 6330N @ 2.20GHz,36360,374
Intel Xeon Platinum 8153 @ 2.00GHz,27205,374
Intel Xeon Gold 6254 @ 3.10GHz,27151,375
AMD EPYC 4345P,36326,375
Intel Xeon E5-2695 v3 @ 2.30GHz,27120,376
Intel Xeon w5-3425,36280,376
Intel Xeon Gold 5117 @ 2.00GHz,26721,377
Intel Core i7-13700,36170,377
AMD EPYC 8124P,36079,378
Intel Xeon E5-2697 v3 @ 2.60GHz,26604,378
AMD Ryzen AI 9 HX 470,36044,379
Intel Xeon E5-4650 @ 2.70GHz,26361,379
Intel Xeon E5-2690 v3 @ 2.60GHz,26250,380
Intel Xeon Gold 6242R @ 3.10GHz,36011,380
Intel Xeon E7-8880 v2 @ 2.50GHz,25966,381
Intel Core i9-12900F,35834,381
Intel Xeon Gold 6338T @ 2.10GHz,35801,382
Intel Xeon Silver 4214 @ 2.20GHz,25965,382
Intel Xeon Platinum 8268 @ 2.90GHz,35734,383
Intel Xeon E7- 8870 @ 2.40GHz,25895,383
Intel Xeon E5-4650 v4 @ 2.20GHz,25851,384
AMD Ryzen 7 7700X,35587,384
Intel Xeon Gold 5416S,35515,385
Intel Xeon Silver 4215R @ 3.20GHz,25487,385
Intel Xeon E5-2660 v4 @ 2.00GHz,25475,386
Intel Xeon W-3265M @ 2.70GHz,35506,386
Intel Xeon Gold 6248R @ 3.00GHz,35434,387
Intel Xeon Gold 5217 @ 3.00GHz,25455,387
AMD EPYC 7351,25431,388
ARM Neoverse-N1 128 Core 2600 MHz,35265,388
AMD Ryzen AI 9 HX 370,35100,389
Intel Xeon E7-4890 v2 @ 2.80GHz,25055,389
Intel Xeon Gold 5118 @ 2.30GHz,25043,390
AMD EPYC 7601,35059,390
AMD Ryzen AI 9 HX 375,34972,391
Intel Xeon Gold 5115 @ 2.40GHz,24673,391
Intel Xeon Silver 4116 @ 2.10GHz,24672,392
Intel Core Ultra 7 356H,34890,392
ARM Neoverse-N1 80 Core 0 MHz,34878,393
Intel Xeon E5-4660 v4 @ 2.20GHz,24421,393
AMD Ryzen 7 PRO 7745,34827,394
Intel Xeon E7- 4870 @ 2.40GHz,24278,394
Intel Xeon E5-2680 v3 @ 2.50GHz,24224,395
ARM Neoverse-N1 80 Core 3000 MHz,34788,395
Intel Xeon Gold 6238R @ 2.20GHz,34751,396
Intel Xeon Platinum 8479 @2.00GHz,24087,396
Intel Xeon Silver 4114T @ 2.20GHz,23985,397
Intel Core Ultra 7 265H,34670,397
Intel Xeon Platinum 8260M @ 2.40GHz,34592,398
Intel Xeon E5-2667 v4 @ 3.20GHz,23861,398
Intel Xeon E5-2650L v4 @ 1.70GHz,23754,399
Intel Xeon Gold 6268CL @ 2.80GHz,34558,399
Intel Xeon E5-2687W v3 @ 3.10GHz,23695,400
AMD Ryzen 9 PRO 5945,34549,400
Intel Core Ultra 9 285H,34431,401
Intel Xeon E5-2678 v3 @ 2.50GHz,23538,401
Intel Xeon E5-2683 v3 @ 2.00GHz,23433,402
Intel Xeon Platinum 8260C @ 2.40GHz,34420,402
AMD Ryzen 7 7700,34401,403
Intel Xeon E5-2666 v3 @ 2.90GHz,23362,403
Intel Core Ultra 7 366H,34386,404
Intel Xeon E5-4610 @ 2.40GHz,23354,404
Intel Xeon Silver 4215 @ 2.50GHz,23091,405
Intel Core i7-12700K,34326,405
AMD Ryzen 7 7800X3D,34288,406
Intel Xeon Silver 4210R @ 2.40GHz,23069,406
AMD EPYC 4364P,34215,407
Intel Xeon E5-2650 v4 @ 2.20GHz,22969,407
Intel Core i7-14650HX,34196,408
Intel Xeon E5-2676 v3 @ 2.40GHz,22955,408
Intel Xeon Gold 6128 @ 3.40GHz,22837,409
Intel Core i7-12700KF,34046,409
Intel Xeon E5-2697 v2 @ 2.70GHz,22799,410
Intel Xeon Platinum 8260M @ 2.30GHz,33970,410
AMD Ryzen 9 5900,33957,411
Intel Xeon E7-8860 v4 @ 2.20GHz,22737,411
Intel Xeon E5-2658 v4 @ 2.30GHz,22691,412
Intel Core i7-13700E,33834,412
Intel Xeon D-2799 @ 2.40GHz,33792,413
Intel Xeon Silver 4210 @ 2.20GHz,22617,413
Intel Xeon Gold 6326 @ 2.90GHz,33764,414
Intel Xeon E5-4640 v4 @ 2.10GHz,22559,414
Intel Xeon E5-2690 v2 @ 3.00GHz,22455,415
Intel Core i9-12900,33675,415
Intel Xeon Platinum 8270 @ 2.70GHz,33602,416
Intel Xeon E5-4627 v4 @ 2.60GHz,22336,416
Intel Xeon E5-2618L v4 @ 2.20GHz,22319,417
AMD Ryzen AI 9 HX PRO 375,33547,417
Intel Xeon E5-2673 v3 @ 2.40GHz,22221,418
AMD EPYC 7302,33499,418
Intel Xeon Gold 5215 @ 2.50GHz,22167,419
AMD Ryzen Threadripper PRO 3945WX,33435,419
AMD Ryzen AI 9 H 465 w/ Radeon 880M,33370,420
Intel Xeon E5-2696 v2 @ 2.50GHz,21963,420
Intel Xeon E5-2660 v3 @ 2.60GHz,21859,421
Intel Xeon w3-2535,33367,421
Intel Xeon Gold 6240R @ 2.40GHz,33353,422
Intel Xeon E5-2658 v3 @ 2.20GHz,21856,422
AMD EPYC 4344P,33325,423
AMD Opteron 6376,21745,423
Intel Xeon E5-2663 v3 @ 2.80GHz,21671,424
AMD Ryzen AI Max 385,33233,424
Intel Core Ultra 5 230F,33185,425
Intel Xeon E5-2670 v3 @ 2.30GHz,21622,425
Intel Xeon E5-4657L v2 @ 2.40GHz,21548,426
Intel Xeon Gold 5318Y @ 2.10GHz,33139,426
Intel Xeon E5-2673 v2 @ 3.30GHz,21417,427
Intel Xeon w5-3433,33120,427
Intel Core i9-12900HX,33104,428
Intel Xeon E5-2695 v2 @ 2.40GHz,21414,428
AMD Ryzen AI 9 HX PRO 370,33005,429
Intel Xeon E7-4850 @ 2.00GHz,21385,429
Intel Xeon Platinum 8180M @ 2.50GHz,32989,430
Intel Xeon E5-4640 @ 2.40GHz,21374,430
Intel Xeon E5-2680 v2 @ 2.80GHz,21224,431
Intel Xeon Gold 6278C @ 2.60GHz,32835,431
Apple M4 Pro 12 Core,32770,432
Intel Xeon E5-2667 v3 @ 3.20GHz,21175,432
Intel Xeon E5-2667 v2 @ 3.30GHz,21166,433
AMD EPYC 7302P,32752,433
Intel Xeon E5-4620 @ 2.20GHz,20959,434
Intel Core 5 221E,32646,434
Intel Core i7-5960X @ 3.50GHz,20781,435
Intel Xeon Gold 6230R @ 2.10GHz,32591,435
Intel Xeon Silver 4316 @ 2.30GHz,32556,436
Intel Xeon Silver 4114 @ 2.20GHz,20636,436
AMD Ryzen 9 3900XT,32514,437
Intel Xeon E5-2687W v2 @ 3.40GHz,20613,437
Intel Xeon E5-2640 v4 @ 2.40GHz,20516,438
AMD Ryzen 9 3900X,32508,438
AMD Ryzen 7 7745HX,32490,439
Intel Xeon E5-2666 v4 @ 2.80GHz,20424,439
Intel Xeon E5-4627 v3 @ 2.60GHz,20294,440
AMD Ryzen 7 7700G,32432,440
Intel Xeon Gold 6254 @ 3.10GHz,32413,441
Intel Xeon E5-2685 v3 @ 2.60GHz,20233,441
Intel Xeon E5-2643 v4 @ 3.40GHz,20024,442
Intel Xeon Platinum 8168 @ 2.70GHz,32373,442
Intel Core Ultra X7 368H,32371,443
Intel Xeon E7-4830 @ 2.13GHz,19981,443
Intel Core i5-14600,32310,444
Intel Xeon E5-2650 v3 @ 2.30GHz,19840,444
Intel Core i5-12400F,19680,445
Intel Xeon Silver 4510,32282,445
Intel Xeon w5-2445,32194,446
Intel Xeon E5-2650L v3 @ 1.80GHz,19676,446
Intel Xeon E7- 4860 @ 2.27GHz,19042,447
Intel Core Ultra 5 235T,32187,447
Intel Xeon E5-4640 v2 @ 2.20GHz,19028,448
Intel Core i9-10980XE @ 3.00GHz,32091,448
Intel Xeon E5-2670 v2 @ 2.50GHz,18950,449
Intel Core i7-13700HX,32051,449
Intel Xeon E5-2630 v4 @ 2.20GHz,18949,450
AMD Ryzen Threadripper 2990WX,31938,450
Intel Xeon E5-2628L v4 @ 1.90GHz,18895,451
Qualcomm Snapdragon X Elite - X1E001DE,31863,451
Intel Core 7 253PE,31802,452
Intel Xeon E5-2470 v2 @ 2.40GHz,18781,452
Intel Xeon E5-2658 v2 @ 2.40GHz,18616,453
Intel Xeon Gold 5320H @ 2.40GHz,31718,453
AMD RYZEN AI MAX+ 388,31702,454
Intel Xeon E5-4620 v2 @ 2.60GHz,18540,454
Virtual @ 3.07GHz,18442,455
AMD Ryzen 7 8700G,31662,455
Intel Core Ultra X7 358H,31657,456
Intel Xeon E5-2660 v2 @ 2.20GHz,18358,456
AMD Ryzen 7 8745HX,31615,457
Intel Xeon Silver 4208 @ 2.10GHz,18234,457
Intel Xeon E5-2643 v3 @ 3.40GHz,18019,458
AMD Ryzen AI Max Pro 385,31581,458
Intel Xeon E5-2687W @ 3.10GHz,17623,459
Intel Xeon E-2488,31506,459
AMD Ryzen 5 PRO 9645,31494,460
Intel Xeon E7- 8837 @ 2.67GHz,17398,460
Intel Xeon E5-2640 v3 @ 2.60GHz,17381,461
Intel Core i5-13600,31469,461
Intel Core i9-9980XE @ 3.00GHz,31440,462
Intel Xeon Gold 5222 @ 3.80GHz,17358,462
Intel Xeon E5-2650 v2 @ 2.60GHz,17306,463
Intel Xeon Platinum 8259CL @ 2.50GHz,31403,463
Intel Core i7-14700T,31379,464
Intel Xeon E5-2643 v2 @ 3.50GHz,17220,464
Intel Xeon E5-4620 v2 @ 2.60GHz,16970,465
Intel Core Ultra 5 225F,31319,465
Intel Core i9-12950HX,31293,466
Intel Xeon E5-4617 @ 2.90GHz,16902,466
Intel Xeon Silver 4110 @ 2.10GHz,16897,467
AMD Ryzen 9 PRO 3900,31246,467
Intel Xeon 6507P,31233,468
Intel Xeon E5-2630 v3 @ 2.40GHz,16870,468
Intel Core i7-12800HX,31228,469
Intel Xeon Platinum 8256 @ 3.80GHz,16787,469
Intel Xeon E5-2690 @ 2.90GHz,16586,470
AMD EPYC 4245P,31186,470
AMD Ryzen 7 8700F,31185,471
Intel Xeon Platinum 8156 @ 3.60GHz,16566,471
AMD Ryzen 7 PRO 8700G,31125,472
Intel Xeon X7560 @ 2.27GHz,16464,472
Intel Xeon Gold 5122 @ 3.60GHz,16432,473
Intel Core i5-14500,31089,473
Intel Xeon E5-2450 v2 @ 2.50GHz,16398,474
Intel Xeon W-3245 @ 3.20GHz,31069,474
Intel Xeon E5-2651 v2 @ 1.80GHz,16114,475
Intel Core i5-13500,31030,475
AMD Opteron 6172,16032,476
AMD Ryzen Threadripper 2970WX,30877,476
Intel Core Ultra 5 245T,30844,477
Intel Xeon E5-2648L v2 @ 1.90GHz,16028,477
Intel Xeon W-2295 @ 3.00GHz,30842,478
Intel Xeon E5-4627 v2 @ 3.30GHz,15898,478
Intel Xeon E5-2689 @ 2.60GHz,15884,479
ARM Neoverse-N1 60 Core 0 MHz,30828,479
Intel Xeon Platinum 8260 @ 2.40GHz,30720,480
Intel Xeon E5-2620 v4 @ 2.10GHz,15878,480
Intel Core Ultra 7 255H,30718,481
Intel Xeon E5-2630L v4 @ 1.80GHz,15847,481
AMD Ryzen 9 PRO 8945HS,30683,482
AMD Opteron 6168,15745,482
Intel Xeon Silver 4514Y,30621,483
Intel Xeon E5-2680 @ 2.70GHz,15708,483
Intel Xeon Silver 4108 @ 1.80GHz,15503,484
AMD Ryzen 9 3900,30611,484
Intel Core i7-12850HX,30604,485
Intel Xeon E5-2670 @ 2.60GHz,15437,485
Intel Xeon E5-4610 v4 @ 1.80GHz,15084,486
AMD EPYC Embedded 7292P,30542,486
AMD EPYC 9015,30505,487
Intel Xeon E5-2630L v3 @ 1.80GHz,14673,487
Intel Core Ultra 5 338H,30473,488
AMD Opteron 6380,14445,488
Intel Xeon E5-2470 @ 2.30GHz,14331,489
Intel Xeon Gold 6246R @ 3.40GHz,30468,489
Intel Xeon E5-2660 @ 2.20GHz,14044,490
Intel Core i7-13650HX,30443,490
Intel Xeon 6357P,30401,491
Intel Xeon E5-2650L v2 @ 1.70GHz,14039,491
Intel Xeon E5-2637 v4 @ 3.50GHz,14025,492
Intel Core Ultra 5 225,30372,492
Intel Xeon Gold 5220R @ 2.20GHz,30372,493
Intel Xeon E5-2665 @ 2.40GHz,13890,493
AMD Ryzen AI 9 365,30352,494
Intel Xeon E5-2440 v2 @ 1.90GHz,13818,494
Intel Core i7-12700F,30307,495
AMD Opteron 6278,13733,495
Intel Core i9-14901E,30298,496
Intel Xeon E5-4650 @ 2.70GHz,13713,496
AMD EPYC 7282,30289,497
Intel Xeon E5-2630 v2 @ 2.60GHz,13591,497
Intel Xeon E5-2640 v2 @ 2.00GHz,13412,498
Intel Xeon Gold 5320T @ 2.30GHz,30259,498
AMD Opteron 6378,13236,499
AMD Ryzen AI 9 H 365,30235,499
AMD Ryzen 9 5950X,13220,500
AMD Ryzen 9 8945H,30221,500
Intel Xeon E5-2637 v3 @ 3.50GHz,13213,501
Intel Xeon 6369P,30189,501
Intel Xeon E5-2620 v3 @ 2.40GHz,13134,502
Intel Core i9-9990XE @ 4.00GHz,30162,502
AMD EPYC 7371,30156,503
AMD Opteron 6348,12959,503
Intel Xeon X5690 @ 3.47GHz,12899,504
Intel Xeon W-3265 @ 2.70GHz,30105,504
Intel Xeon E5-2667 @ 2.90GHz,12871,505
Intel Core 7 251TE,30020,505
AMD Ryzen 5 9600X,29999,506
Intel Xeon E5-2650 @ 2.00GHz,12804,506
Virtual @ 3.07GHz,12796,507
Intel Core i7-12700,29996,507
AMD Opteron 6378,12668,508
AMD Ryzen 9 7940HS,29944,508
ARM Neoverse-N1 96 Core 2800 MHz,29890,509
AMD Opteron 6386 SE,12610,509
AMD Opteron 6174,12607,510
Intel Xeon Gold 6534,29786,510
AMD Opteron 6376,12601,511
AMD Ryzen 7 255,29760,511
Intel Xeon X5680 @ 3.33GHz,12595,512
Intel Core i9-9960X @ 3.10GHz,29739,512
Intel Core i9-13905H,29723,513
AMD Opteron 6276,12514,513
Intel Xeon Platinum 8171M @ 2.60GHz,29613,514
Intel Xeon E5-2630L v2 @ 2.40GHz,12487,514
Intel Xeon X7550 @ 2.00GHz,12358,515
Intel Xeon Gold 6248 @ 2.50GHz,29598,515
Intel Core i9-7980XE @ 2.60GHz,29569,516
Intel Xeon E5-2430 v2 @ 2.50GHz,12267,516
AMD Ryzen 9 8945HS,29555,517
Intel Xeon E5-2430L v2 @ 2.40GHz,12183,517
AMD Opteron 6282 SE,12083,518
AMD Ryzen Threadripper 2950X,29468,518
Intel Core Ultra 5 235H,29454,519
Intel Xeon Silver 4112 @ 2.60GHz,12018,519
Intel Xeon E5-2637 v2 @ 3.50GHz,12001,520
AMD Ryzen 7 8745H,29419,520
Intel Xeon Platinum 8160 @ 2.10GHz,29419,521
Intel Xeon E7- 4870 @ 2.40GHz,11939,521
AMD Ryzen 9 270,29416,522
AMD Opteron 8435,11843,522
AMD Ryzen 5 9600,29329,523
AMD Opteron 6380,11807,523
Intel Xeon E5-2623 v3 @ 3.00GHz,11710,524
AMD Ryzen 7 H 260,29321,524
Intel Xeon E5-2640 @ 2.50GHz,11627,525
Intel Core Ultra 9 185H,29317,525
Intel Xeon Gold 5318H @ 2.50GHz,29301,526
Intel Xeon X5675 @ 3.07GHz,11627,526
AMD Ryzen 9 7940H,29168,527
Intel Xeon E5-2420 v2 @ 2.20GHz,11554,527
Intel Xeon E5-2450L @ 1.80GHz,11547,528
Intel Core i9-12900T,29143,528
Intel Xeon E5-4620 @ 2.20GHz,11474,529
Intel Xeon Silver 4510T,29119,529
Intel Xeon Gold 6238 @ 2.10GHz,29118,530
Intel Xeon Bronze 3206R @ 1.90GHz,11450,530
Intel Xeon E5-4617 @ 2.90GHz,11387,531
AMD Ryzen 7 PRO 8845HS,29114,531
Intel Xeon Gold 6266C @ 3.00GHz,29049,532
Intel Xeon E5-2650L @ 1.80GHz,11364,532
Intel Xeon Gold 6148 @ 2.40GHz,29037,533
Intel Xeon E5-2450 @ 2.10GHz,11288,533
Intel Xeon E5-2620 v2 @ 2.10GHz,10947,534
AMD Ryzen 7 8745HS,28977,534
Intel Xeon Silver 4314 @ 2.40GHz,28922,535
Intel Xeon X5670 @ 2.93GHz,10679,535
AMD Opteron 6284 SE,10619,536
AMD Ryzen 7 H 255,28903,536
Intel Xeon E5-2630 @ 2.30GHz,10428,537
Intel Xeon Gold 6210U @ 2.50GHz,28861,537
Intel Xeon E5-2440 @ 2.40GHz,10422,538
Intel Core 9 270H,28826,538
Intel Core Ultra 5 225H,28657,539
Intel Xeon Bronze 3106 @ 1.70GHz,10357,539
Intel Xeon X5660 @ 2.80GHz,10314,540
AMD EPYC 7571,28574,540
AMD Opteron 6274,10313,541
AMD EPYC 7303,28572,541
Intel Xeon Gold 6253CL @ 3.10GHz,28549,542
AMD Opteron 6366 HE,10265,542
Intel Xeon E5-2609 v4 @ 1.70GHz,10213,543
Intel Xeon w3-2525,28502,543
AMD Ryzen 5 9500F,28497,544
Intel Xeon X5650 @ 2.67GHz,10180,544
AMD Opteron 6328,10076,545
Intel Xeon W-3245M @ 3.20GHz,28494,545
Intel Xeon E5-2658 @ 2.10GHz,10053,546
AMD Ryzen 7 7840HS,28489,546
Intel Xeon D-2795NT @ 2.00GHz,28463,547
Intel Xeon E5-2648L @ 1.80GHz,9940,547
AMD Ryzen 7 8845HS,28454,548
Intel Xeon E7450 @ 2.40GHz,9849,548
Intel Core i5-14500HX,28377,549
Intel Xeon E5-2643 @ 3.30GHz,9845,549
Intel Xeon W-2191B @ 2.30GHz,28342,550
AMD Opteron 6320,9787,550
Intel Xeon E5-2620 @ 2.00GHz,9785,551
AMD Ryzen 7 PRO 8700GE,28327,551
AMD Ryzen 5 7600X,28322,552
Intel Xeon E7- 8837 @ 2.67GHz,9777,552
Intel Core i7-12700E,28302,553
Intel Xeon E5-2430L @ 2.00GHz,9752,553
AMD Ryzen 7 5800X3D,28299,554
Intel Xeon X5679 @ 3.20GHz,9634,554
Intel Xeon Platinum 8175M @ 2.50GHz,28244,555
Intel Xeon E7-4820 v2 @ 2.00GHz,9610,555
Intel Xeon E7-4850 @ 2.00GHz,9571,556
Intel Xeon w5-3423,28210,556
Intel Xeon E5-2430 @ 2.20GHz,9513,557
AMD Ryzen 7 260,28197,557
AMD Opteron 6328,9508,558
Intel Core i9-12900E,28170,558
Intel Xeon Platinum 8252C @ 3.80GHz,28147,559
Intel Xeon E5649 @ 2.53GHz,9471,559
Intel Xeon X5687 @ 3.60GHz,9438,560
Intel Core i5-13600T,28133,560
Intel Xeon E7540 @ 2.00GHz,9409,561
Intel Xeon Gold 6434,28111,561
Intel Core i9-9940X @ 3.30GHz,28067,562
AMD Opteron 4386,9253,562
AMD Opteron 6272,9239,563
ARM Neoverse-N1 64 Core 0 MHz,28040,563
Intel Xeon Platinum 8173M @ 2.00GHz,28025,564
Intel Xeon E5-2420 @ 1.90GHz,9215,564
AMD Opteron 6282 SE,9206,565
Intel Xeon W-2195 @ 2.30GHz,28017,565
Intel Xeon E5645 @ 2.40GHz,9186,566
AMD Ryzen 7 5800XT,28015,566
AMD Opteron 6276,9138,567
AMD Ryzen 7 PRO 8840H,27994,567
AMD Opteron 6344,9023,568
Intel Xeon W-2275 @ 3.30GHz,27890,568
Virtual @ 3.07GHz,8971,569
Intel Core i9-7960X @ 2.80GHz,27877,569
Intel Xeon X5677 @ 3.47GHz,8971,570
Intel Core i5-13500HX,27859,570
Intel Xeon Bronze 3204 @ 1.90GHz,8959,571
AMD Ryzen 7 7840H,27842,571
Intel Xeon X5672 @ 3.20GHz,8826,572
AMD EPYC 7401P,27836,572
Intel Xeon E5-2630L @ 2.00GHz,8760,573
Intel Xeon W-3323 @ 3.50GHz,27822,573
Intel Xeon E-2478,27817,574
Intel Xeon E5-2623 v4 @ 2.60GHz,8753,574
AMD Opteron 6234,8644,575
Intel Core i7-13700T,27781,575
Intel Xeon L5640 @ 2.27GHz,8633,576
AMD Ryzen Threadripper 1950X,27723,576
Intel Xeon E5-2609 v3 @ 1.90GHz,8600,577
AMD Ryzen 7 5800X,27703,577
AMD Opteron 4284,8560,578
Intel Core i9-10940X @ 3.30GHz,27611,578
Intel Xeon E5-2428L @ 1.80GHz,8500,579
AMD Ryzen 5 PRO 7645,27565,579
Intel Xeon X5667 @ 3.07GHz,8462,580
Intel Core i5-12600K,27564,580
Intel Xeon X5647 @ 2.93GHz,8369,581
Intel Core i5-12600KF,27547,581
ARM Apple M5 10 Core,27524,582
Intel Xeon E7- 4807 @ 1.87GHz,8352,582
Intel Core i7-14701TE,27519,583
AMD Opteron 6238,8206,583
Intel Xeon Gold 5317 @ 3.00GHz,27489,584
Intel Xeon Bronze 3104 @ 1.70GHz,8106,584
Intel Xeon X7560 @ 2.27GHz,8028,585
Intel Xeon Gold 6212U @ 2.40GHz,27470,585
Intel Core i5-13600HX,27448,586
AMD Opteron 6136,7964,586
Intel Xeon Gold 6154 @ 3.00GHz,27438,587
AMD Opteron 6220,7951,587
Intel Core i9-13900H,27346,588
Intel Xeon E5-2603 v4 @ 1.70GHz,7947,588
Intel Xeon X7550 @ 2.00GHz,7873,589
Intel Xeon D-2775TE @ 2.00GHz,27299,589
Intel Xeon X7350 @ 2.93GHz,7836,590
AMD Ryzen 9 PRO 7940HS,27287,590
ARM Neoverse-N1 48 Core 0 MHz,27266,591
AMD Opteron 6176 SE,7818,591
Intel Xeon E7520 @ 1.87GHz,7809,592
AMD EPYC 72F3,27252,592
Intel Xeon Silver 4410T,27245,593
AMD Opteron 8378,7726,593
Intel Xeon E5-4607 v2 @ 2.60GHz,7557,594
Intel Core i5-14600T,27180,594
AMD EPYC 4244P,27164,595
ARM ARMv8 rev 1 (v8l) 12 Core 2201 MHz,7371,595
Intel Xeon Gold 6252 @ 2.10GHz,27148,596
Intel Xeon E5640 @ 2.67GHz,7340,596
AMD Opteron 4238,7236,597
AMD Ryzen 5 7600,27016,597
Intel Xeon E7530 @ 1.87GHz,7231,598
Intel Core i5-13400E,27000,598
Intel Xeon L5638 @ 2.00GHz,7217,599
Intel Core i9-13900HK,26954,599
AMD Ryzen 7 8845H,26928,600
AMD Opteron 4274 HE,6909,600
Intel Core i9-12900H,26928,601
Intel Xeon E5-2603 v3 @ 1.60GHz,6851,601
Intel Xeon E5-2609 v2 @ 2.50GHz,6847,602
Apple M2 Max 12 Core 3680 MHz,26839,602
